Var 1	Var 2	Var 3	Var 4	Var 5	Var 6	Var 7	Var 8	Var 9	Var 10	Var 11	Var 12	Var 13	Var 14	Var 15	Var 16	Var 17	Var 18	Var 19	Var 20	Var 21	Var 22	Var 23	Var 24	Var 25	Var 26	Var 27	Var 28	Var 29	Var 30	Var 31	Var 32	Var 33	Var 34	Var 35	Var 36	Var 37	Var 38	Var 39	Var 40	Var 41	Var 42	Var 43	Var 44	Var 45	Var 46	Var 47	Var 48	Var 49	Var 50	Var 51	Var 52	Var 53	Var 54	Var 55	Var 56	Var 57	Var 58	Var 59	Var 60	Var 61	Var 62	Var 63	Var 64	Var 65	Var 66	Var 67	Var 68	Var 69	Var 70	Var 71	Var 72	Var 73	Var 74	Var 75	Var 76	Var 77	Var 78	Var 79	Var 80	Var 81	Var 82	Var 83	Var 84	Var 85	Var 86	Var 87	Var 88	Var 89	Var 90	Var 91	Var 92	Var 93	Var 94	Var 95	Var 96	Var 97	Var 98	Var 99	Var 100	Var 101	Var 102	Var 103	Var 104	Var 105	Var 106	Var 107	Var 108	Var 109	Var 110	Var 111	Var 112	Var 113	Var 114	Var 115	Var 116	Var 117	Var 118	Var 119	Var 120	Var 121	Var 122	Var 123	Var 124	Var 125	Var 126	Var 127	Var 128
0.7818181818	0.0107142857	0.8139793017	0.215755143	0.2222222222	0.02	0.39	0.01	0.97	0.06	0.01	0.32	0.46	0.28	0.55	0	0	0.38	0.53	0.21	0.55	0.56	0.25	0.62	0.41	0.39	0.37	0.38	0.26	0.25	0.54	0.37	0.01	0.16	0.29	0.42	0.32	0.47	0.5	0.57	0.38	0.39	0.43	0.37	0.36	0.37	0.38	0.42	0.7	0.73	0.78	0.71	0.54	0.6	0	0.09	0.01	0.06	0.09	0.13	0.21	0.02	0.03	0.04	0.06	0.81	0.06	0.15	0.14	0.41	0.48	0.32	0.57	0.06	0.48	0.5	0.11	0.15	0.53	0.04	0.85	0.48	0.08	0.11	0.37	0.37	0.41	0.35	0.4	0.47	0.43	0.55	0.5	0.37	0.01	0	0.16	0.58	0.59	0.66	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.06	0.03	0	0	0	0	0	0	0.03
0.0909090909	0	0	0.2162568991	0.2222222222	0.58	0.39	0.3	0.39	0.92	0.3	0.37	0.5	0.31	0.38	0.58	1	0.27	0.46	0.16	0.41	0.41	0.79	0.5	0.28	0.31	0.38	0.26	0.18	0.25	0.28	0.34	0.57	0.45	0.35	0.39	0.37	0.49	0.42	0.14	0.43	0.29	0.48	0.75	0.56	0.78	0.8	0.53	0.37	0.4	0.45	0.37	0.36	0.36	0.34	0.45	0.34	0.39	0.42	0.48	0.62	0.37	0.35	0.37	0.44	0.59	0.39	0.46	0.36	0.4	0.4	0.44	0.38	0.39	0.63	0	0.47	0.78	0.4	0.46	0.27	0.52	0.22	0.37	0.23	0.27	0.31	0.34	0.37	0.44	0.37	0.69	0.54	0.24	0.75	0.61	0.41	0.54	0.41	0.6	0.71	0.12	0.14	0.87	0.18	0.15	0.15	0.34	0.14	0.63	0.46	0.14	0.28	1	0.4	0.19	0.79	0.24	0.28	0.32	0.23	0.27	0.19	0.83	0.5	0.89	0.21	0.53
0.9818181818	0.094047619	0.1096757825	0.2167586553	0.2222222222	0	0.37	0.13	0.87	0.11	0.02	0.3	0.39	0.22	0.42	0.02	1	0.54	0.74	0.14	0.82	0.38	0.06	0.43	0.53	0.45	0.43	0.52	0.17	0.36	0.35	0.32	0	0.11	0.24	0.21	0.49	0.04	0.7	0.55	0.44	0.33	0.62	0.33	0.38	0.31	0.33	0.4	0.87	0.83	0.91	0.76	0.61	0.74	0	0.04	0	0.24	0.22	0.31	0.31	0.08	0.06	0.08	0.07	0.89	0.05	0.14	0.14	0.38	0.51	0.07	0.79	0.03	0.39	0.5	0.01	0.84	0.69	0	0.07	0.56	0	0.2	0.19	0.17	0.15	0.54	0.47	0.53	0.46	0.27	0.37	0.46	0	0	0.13	0.81	0.72	0.83	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.23	0.1	0	0	0	0	0	0	0.06
0.4909090909	0	0	0.2172604114	0.2222222222	0.05	0.38	0.88	0.3	0.03	0.01	0.44	0.46	0.31	0.54	0	0	0.11	0.31	0.11	0.27	0.63	0.61	0.45	0.14	0.19	0.33	0.13	0.03	0.58	0.24	0.35	0.1	0.74	0.45	0.55	0.24	0.63	0.28	0.35	0.5	0.43	0.37	0.67	0.45	0.67	0.7	0.48	0.23	0.23	0.22	0.21	0.61	0.57	0.08	0.74	0	0.29	0.35	0.51	0.51	0.01	0.01	0.01	0.01	0.98	0.01	0.32	0.28	0.38	0.36	0.43	0.46	0.19	0.5	0.5	0.08	0.64	0.48	0.36	0.65	0.46	0.62	0.56	0.06	0.06	0.07	0.04	0.11	0.14	0.11	0.5	0.27	0.39	0.02	0.06	0.01	0.83	0.62	0.79	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.03	0	0	0	0	0	0	0.18
0.4	0.005952381	0.9093840185	0.2177621676	0.2222222222	0	0.56	0	0.99	0.01	0.01	0.41	0.5	0.32	0.3	0	0	0.42	0.72	0.25	0.57	0.35	0.13	0.42	0.39	0.34	0.32	0.13	0.02	0.08	1	0.22	0	0.09	0.14	0.25	0.31	0.24	0.6	0.35	0.38	0.42	0.38	0.56	0.37	0.42	0.49	0.47	0.75	0.76	0.79	0.79	0.74	0.81	0	0.17	0	0.16	0.22	0.4	0.34	0.02	0.03	0.05	0.04	0.93	0	0.15	0.16	0.53	0.56	0.36	0.79	0.05	0.48	0.5	0.03	0.45	0.76	0.19	1	0.67	0.08	1	0.26	0.26	0.26	0.41	0.44	0.47	0.47	0.29	0.5	0.24	0	0	0.06	0.79	0.67	0.83	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.02	0.01	0	0	0	0	0	0	0.04
0.6	0.0369047619	0.8437899722	0.2182639237	0.2222222222	0	0.4	0.03	0.93	0.14	0.08	0.27	0.48	0.29	0.45	0.02	1	0.55	0.71	0.31	0.64	0.51	0.15	0.5	0.55	0.55	0.5	1	0	0.3	0.45	0.55	0	0.09	0.43	0.44	0.33	0.22	0.65	0.52	0.31	0.3	0.49	0.36	0.45	0.35	0.37	0.43	0.77	0.78	0.89	0.67	0.39	0.32	0	0.1	0.01	0.21	0.23	0.31	0.34	0.23	0.21	0.26	0.27	0.57	0.25	0.17	0.17	0.44	0.54	0.3	0.56	0.08	0.5	0.5	0.01	0.85	0.51	0	0.35	0.48	0.01	0.14	0.52	0.5	0.51	0.76	0.63	0.68	0.63	0.27	0.64	0.61	0	0	0.46	0.7	0.72	0.69	0.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.31	0.18	0	0	0	0	0	0	0.1
0.6363636364	0.0773809524	0.6704018098	0.2187656799	0.2222222222	0.06	0.53	0.15	0.84	0.08	0.07	0.41	0.59	0.39	0.44	0.07	0.97	0.21	0.49	0.11	0.48	0.54	0.4	0.77	0.22	0.21	0.21	0.21	0.14	0.26	0.15	0.16	0.04	0.31	0.31	0.44	0.23	0.35	0.37	0.29	0.57	0.35	0.39	0.43	0.55	0.46	0.45	0.48	0.59	0.63	0.6	0.61	0.43	0.47	0.02	0.22	0.01	0.19	0.23	0.26	0.33	0.06	0.06	0.06	0.08	0.85	0.07	0.22	0.2	0.43	0.46	0.42	0.43	0.1	0.48	0.5	0.05	0.8	0.43	0.06	0.35	0.19	0.31	0.34	0.13	0.13	0.13	0.22	0.25	0.26	0.25	0.55	0.32	0.63	0	0	0.13	0.71	0.51	0.57	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0.05	0.08	0	0	0	0	0	0	0.06
0.1454545455	0.0035714286	0.6910367136	0.219267436	0.2222222222	0.01	0.37	0.05	0.93	0.1	0.03	0.21	0.45	0.23	0.47	0.03	0.97	0.6	0.78	0.32	0.73	0.38	0.05	0.5	0.63	0.58	0.56	0.56	0.26	0.36	0.64	0.75	0	0.06	0.18	0.24	0.51	0.08	0.69	0.24	0.36	0.15	0.64	0.64	0.45	0.39	0.52	0.37	0.84	0.86	0.88	0.79	0.83	0.83	0	0.12	0.01	0.15	0.15	0.18	0.24	0.09	0.08	0.09	0.11	0.76	0.09	0.05	0.05	0.32	0.42	0.17	0.66	0.02	0.63	0	0.03	0.7	0.59	0.03	0.25	0.69	0.03	0.11	0.46	0.46	0.46	0.8	0.71	0.78	0.74	0.4	0.47	0.24	0	0	0.26	0.63	0.56	0.65	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.1	0.14	0	0	0	0	0	0	0.04
0.0909090909	0.0964285714	0.984914955	0.2197691922	0.2222222222	0.43	0.53	0.09	0.41	1	0.36	0.34	0.46	0.29	0.37	0.44	1	0.52	0.65	0.19	0.55	0.39	0.27	0.5	0.51	0.43	0.48	0.4	0.26	0.34	0.36	0.44	0.15	0.14	0.25	0.3	0.38	0.24	0.62	0.19	0.3	0.31	0.38	0.46	0.5	0.5	0.5	0.62	0.66	0.64	0.76	0.65	0.71	0.72	0.11	0.2	0.58	0.33	0.38	0.47	0.52	0.71	0.72	0.81	0.82	0.31	0.4	0.51	0.45	0.56	0.59	0.51	0.53	0.53	0.57	0	0.19	0.88	0.52	0.1	0.22	0.42	0.05	0.24	0.79	0.79	0.8	0.74	0.7	0.85	0.69	0.55	0.69	0.19	0.13	0.28	0.92	0.46	0.58	0.55	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.39	0.64	0	0	0	0	0	0	0.16
0.1272727273	0	0	0.2202709483	0.2222222222	0.03	0.24	0.02	0.88	0.06	0.2	0.42	0.44	0.35	0.64	0.05	1	0.12	0.29	0.31	0.44	0.59	0.46	0.54	0.15	0.22	0.23	0.15	0.14	0.13	0.22	0.23	0.05	0.57	0.28	0.39	0.28	0.56	0.3	0.19	0.52	0.39	0.4	0.87	0.42	0.79	0.86	0.3	0.36	0.43	0.42	0.32	0.36	0.46	0.01	0.13	0.01	0.28	0.33	0.39	0.42	0.07	0.07	0.08	0.07	0.86	0.07	0.14	0.11	0.2	0.25	0.22	0.39	0.11	0.63	0	0.05	0.75	0.38	0.22	0.4	0.48	0.39	0.22	0.09	0.08	0.09	0.14	0.18	0.19	0.15	0.53	0.44	0.29	0.03	0.07	0.1	0.47	0.28	0.43	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.16	0.01	0	0	0	0	0	0	0.24
0.2	0	0	0.2207727045	0.2222222222	0.01	0.56	0.04	0.92	0.11	0.11	0.43	0.46	0.28	0.32	0.02	1	0.39	0.65	0.11	0.5	0.38	0.15	0.41	0.35	0.31	0.3	0.31	0.44	0.49	0.17	0.25	0	0.1	0.18	0.29	0.33	0.23	0.61	0.28	0.29	0.3	0.44	0.48	0.33	0.58	0.56	0.51	0.72	0.71	0.74	0.77	0.6	0.58	0	0.16	0.01	0.45	0.59	0.62	0.59	0.23	0.27	0.25	0.22	0.82	0.12	0.23	0.24	0.57	0.54	0.6	0.64	0.12	0.25	0.5	0.01	0.75	0.66	0.07	0.45	0.81	0.14	0.03	0.19	0.18	0.17	0.49	0.48	0.62	0.59	0.66	0.54	0.33	0	0	0.21	0.17	0.35	0.35	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.21	0	0	0	0	0	0	0	0.2
0.8363636364	0	0	0.2212744606	0.2222222222	0.03	0.38	0.4	0.68	0.02	0.01	0.37	0.44	0.27	0.48	0	0	0.22	0.47	0.54	0.33	0.54	0.47	0.5	0.25	0.25	0.29	0.18	0.02	0.11	0.13	0.21	0.04	0.37	0.54	0.58	0.21	0.36	0.45	0.7	0.31	0.73	0.3	0.57	0.31	0.57	0.59	0.4	0.49	0.49	0.46	0.54	0.71	0.66	0.04	0.55	0	0.48	0.67	0.6	0.62	0.02	0.02	0.02	0.02	0.98	0.02	0.14	0.14	0.39	0.39	0.41	0.52	0.1	0.49	0.5	0.04	0.71	0.53	0.2	0.35	0.56	0.53	0.3	0.1	0.1	0.12	0.13	0.22	0.24	0.23	0.31	0.23	0.32	0	0	0.01	0.79	0.53	0.7	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.08	0	0	0	0	0	0	0	0.35
0.0727272727	0	0	0.2217762168	0.2222222222	0.01	0.35	0	1	0.01	0.01	0.42	0.44	0.29	0.56	0	0	0.14	0.35	0.54	0.35	0.64	0.42	0.35	0.15	0.18	0.17	0.26	0.17	0	0.24	0.33	0.03	0.5	0.72	0.7	0.16	0.44	0.36	0.79	0.31	0.84	0.22	0.63	0.17	0.55	0.61	0.35	0.66	0.66	0.58	0.58	0.7	0.64	0	0.05	0	0	0	0	0	0	0	0	0	1	0.02	0.08	0.09	0.37	0.36	0.39	0.61	0.08	0.47	0.5	0.02	0.77	0.61	0.36	0.44	0.69	0.65	0.29	0.05	0.05	0.06	0.08	0.12	0.11	0.11	0.47	0.22	0.31	0	0	0	0.77	0.55	0.75	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.05	0.01	0	0	0	0	0	0	0.04
0.6909090909	0.1345238095	0.8403226318	0.2222779729	0.2222222222	0.01	0.32	0.01	0.98	0.04	0.01	0.34	0.46	0.28	0.36	0.02	1	0.38	0.68	0.4	0.48	0.36	0.13	0.48	0.39	0.36	0.35	0.4	0.13	0.19	0.41	0.56	0	0.09	0.26	0.33	0.25	0.24	0.62	0.55	0.27	0.43	0.45	0.56	0.29	0.56	0.59	0.35	0.67	0.73	0.82	0.66	0.69	0.76	0	0.05	0	0	0	0.27	0.42	0	0	0.02	0.03	0.97	0.02	0.07	0.08	0.34	0.47	0.18	0.63	0.04	0.41	0.5	0.01	0.93	0.55	0	0.17	0.56	0.09	0	0.16	0.15	0.14	0.28	0.26	0.26	0.26	0.21	0.27	0.18	0	0	0.04	0.76	0.57	0.78	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.11	0.07	0	0	0	0	0	0	0.05
0.8545454545	0	0	0.2227797291	0.2222222222	0.08	0.33	0.57	0.41	0.14	0.4	0.38	0.52	0.32	0.43	0.09	0.99	0.15	0.48	0.24	0.3	0.46	0.45	0.37	0.17	0.25	0.34	0.18	0.12	0.31	0.25	0.28	0.13	0.64	0.47	0.52	0.33	0.59	0.4	0.09	0.85	0.31	0.44	0.83	0.53	0.77	0.83	0.47	0.28	0.28	0.42	0.19	0.54	0.57	0.07	0.58	0.03	0.3	0.32	0.39	0.51	0.16	0.15	0.17	0.2	0.66	0.2	0.3	0.23	0.33	0.35	0.36	0.26	0.28	0.78	0	0.36	0.04	0.27	0.58	0.56	0.42	0.64	0.45	0.09	0.09	0.11	0.17	0.23	0.26	0.23	0.53	0.42	0.63	0.06	0.08	0.23	0.69	0.49	0.69	0.77	0.02	0.26	0.96	0.34	0.03	0.24	0.3	0.26	0.78	0.54	0.28	0.42	0.23	0.5	0.03	0.5	0.32	0.13	0.11	0.18	0.07	0.03	0.92	1	0.44	0.23	0.72
0.8363636364	0	0	0.2232814852	0.2222222222	0.01	0.38	0.13	0.88	0.05	0.01	0.37	0.41	0.25	0.47	0	0	0.24	0.47	0.31	0.49	0.54	0.39	0.43	0.29	0.25	0.25	0.2	0.11	0.21	0.2	0.21	0.02	0.37	0.48	0.45	0.34	0.32	0.42	0.63	0.49	0.59	0.49	0.45	0.23	0.54	0.52	0.4	0.61	0.61	0.59	0.64	0.59	0.49	0.01	0.13	0	0.08	0.28	0.23	0.35	0.01	0.03	0.02	0.03	0.97	0.02	0.13	0.14	0.41	0.42	0.39	0.59	0.08	0.41	0.5	0.03	0.72	0.58	0.15	0.44	0.54	0.57	0.09	0.08	0.09	0.1	0.08	0.13	0.15	0.14	0.41	0.29	0.39	0	0	0.04	0.66	0.54	0.59	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.06	0.02	0	0	0	0	0	0	0.06
0	0	0	0.2237832413	0.2222222222	0	0.41	0.48	0.6	0.05	0.03	0.46	0.52	0.34	0.44	0	0	0.19	0.51	0.37	0.27	0.52	0.44	0.62	0.21	0.18	0.22	0.16	0.2	0.19	0.08	0.32	0.02	0.44	0.46	0.48	0.22	0.45	0.38	0.27	0.43	0.44	0.37	0.48	0.36	0.55	0.54	0.46	0.54	0.52	0.68	0.54	0.49	0.5	0.01	0.2	0	0.06	0.04	0.08	0.15	0.01	0.01	0.01	0.02	0.95	0.01	0.22	0.2	0.41	0.42	0.43	0.5	0.14	0.39	0.5	0.03	0.53	0.5	0.14	0.57	0.6	0.7	0.21	0.08	0.08	0.08	0.04	0.1	0.16	0.12	0.29	0.35	0.46	0	0	0.06	0.57	0.5	0.57	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.06	0.01	0	0	0	0	0	0	0.62
0.6	0.0154761905	0.3641764538	0.2242849975	0.2222222222	0.08	0.49	1	0	0.13	0.19	0.45	0.55	0.35	0.28	0.1	1	0.31	0.62	0.09	0.24	0.39	0.56	0.28	0.32	0.27	0.31	0.33	0.26	0.39	0.27	0.33	0.07	0.32	0.37	0.6	0.17	0.67	0.54	0.4	0.46	0.61	0.23	0.62	0.75	0.62	0.65	0.67	0.16	0.18	0.4	0.21	0.71	0.69	0.14	1	0.08	0.34	0.44	0.53	0.61	0.47	0.53	0.58	0.61	0.59	0.3	0.62	0.52	0.54	0.81	0.45	0.19	0.47	0.8	0	0.11	0.64	0.14	0.39	0.35	0.25	0.43	0.51	0.27	0.27	0.26	0.45	0.46	0.49	0.46	0.52	0.68	1	0	0.06	0.59	0.5	0.59	0.75	0.66	0.02	0.25	0.97	0.3	0.02	0.17	0.22	0.25	0	0.68	0.43	0.08	0	0.35	0.01	0.57	0.11	0.01	1	1	0.04	0.03	0.74	0	0.19	0.21	1
0.6	0.0035714286	0.665983065	0.2247867536	0.2222222222	0.02	0.56	0.04	0.86	0.44	0.05	0.4	0.35	0.23	0.39	0.04	1	1	0.68	0.2	0.86	0.45	0.09	0.47	1	1	1	0.41	0.34	0.58	1	0.96	0	0.04	0.08	0.08	0.93	0.14	0.56	0.28	0.67	0.08	0.96	0.11	0.35	0.2	0.17	0.58	0.92	0.94	0.95	0.89	0	0.06	0.01	0.11	0.02	0.45	0.49	0.56	0.56	0.43	0.41	0.43	0.39	0.76	0.12	0.21	0.22	0.61	0.67	0.3	0.82	0.05	0.2	0.5	0.01	0.88	0.76	0.17	0.34	0.13	0.01	0.19	0.78	0.82	0.93	0.87	0.9	1	0.89	0.44	0.54	0.68	0	0	0.41	0.34	0.75	0.7	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.35	0.79	0	0	0	0	0	0	0.03
0.6909090909	0	0	0.2252885098	0.2222222222	0.02	0.37	0.02	0.95	0.13	0.01	0.33	0.39	0.24	0.45	0.03	1	0.56	0.65	0.21	0.8	0.38	0.14	0.62	0.59	0.57	0.55	0.45	0.38	0.54	0.41	0.59	0.01	0.08	0.07	0.11	0.66	0.09	0.59	0.49	0.57	0.16	0.87	0.27	0.3	0.36	0.33	0.36	0.79	0.85	0.79	0.78	0.49	0.58	0	0.1	0.01	0.31	0.29	0.29	0.29	0.08	0.07	0.06	0.06	0.92	0.04	0.07	0.08	0.37	0.46	0.19	0.73	0.01	0.39	0.5	0.02	0.8	0.66	0.03	0.36	0.73	0.01	0.2	0.26	0.26	0.25	0.42	0.4	0.43	0.42	0.22	0.28	0.25	0	0	0.11	0.61	0.49	0.65	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.2	0.08	0	0	0	0	0	0	0.05
0.8363636364	0	0	0.2257902659	0.2222222222	0	0.47	1	0.17	0.01	0.01	0.5	0.49	0.3	0.47	0	0	0.1	0.45	0.69	0.19	0.68	0.8	0.25	0.14	0.13	0.25	0.15	0.15	0	0.16	0.15	0.02	0.71	0.74	0.72	0.17	0.57	0.38	0.84	0.24	0.89	0.24	0.62	0.42	0.71	0.71	0.58	0.21	0.21	0.25	0.33	0.62	0.7	0.02	0.78	0	0	0	0.25	0.31	0	0	0.01	0.01	0.97	0.03	0.37	0.34	0.5	0.49	0.51	0.51	0.24	0.44	0.5	0.01	0.87	0.52	0	0.45	0.67	0.53	0.76	0.06	0.04	0.05	0.01	0.09	0.1	0.11	0.5	0.49	0.72	0	0	0.02	0.92	0.66	0.85	0.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.12	0.01	0	0	0	0	0	0	0.63
0.9818181818	0.0845238095	0.5127012485	0.2262920221	0.2222222222	0.04	0.34	0	0.95	0.15	0.02	0.32	0.38	0.22	0.63	0	0	0.21	0.41	0.11	0.69	0.69	0.38	0.56	0.25	0.24	0.24	0.19	0.13	0.05	0.31	0.19	0.03	0.27	0.44	0.44	0.22	0.35	0.4	0.85	0.39	0.73	0.31	0.38	0.36	0.33	0.36	0.42	0.7	0.75	0.74	0.69	0.68	0.68	0.01	0.11	0.01	0.83	0.7	0.61	0.75	0.16	0.12	0.09	0.1	0.91	0.1	0.19	0.16	0.34	0.41	0.22	0.64	0.07	0.46	0.5	0.03	0.85	0.59	0.1	0.61	0.23	0.18	0.13	0.08	0.06	0.06	0.13	0.14	0.14	0.13	0.33	0.19	0.31	0	0	0.08	0.89	0.69	0.82	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.19	0.05	0	0	0	0	0	0	0.05
0.6545454545	0	0	0.2267937782	0.2222222222	0.03	0.34	0.35	0.72	0.01	0.01	0.37	0.45	0.3	0.64	0.05	1	0.18	0.44	0.13	0.28	0.66	0.29	0.62	0.21	0.2	0.22	0.19	0.46	0.15	0.09	0.12	0.03	0.3	0.7	0.73	0.1	0.35	0.44	0.88	0.17	0.88	0.22	0.64	0.28	0.58	0.63	0.36	0.5	0.46	0.51	0.49	0.63	0.67	0.02	0.28	0	0.23	0.62	0.57	0.69	0.01	0.02	0.02	0.02	0.97	0.02	0.17	0.16	0.37	0.32	0.46	0.52	0.15	0.68	0	0.04	0.79	0.56	0.27	0.47	0.35	0.54	0.48	0.07	0.06	0.07	0.08	0.14	0.14	0.18	0.31	0.23	0.36	0	0	0.01	0.84	0.7	0.7	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.16	0.02	0	0	0	0	0	0	0.2
0.3090909091	0	0	0.2272955344	0.2222222222	0.05	0.35	0.18	0.85	0.04	0.01	0.47	0.5	0.38	0.54	0	0	0.15	0.45	0.17	0.4	0.62	0.51	0.54	0.16	0.2	0.2	0.21	0.19	0.38	0.21	0.25	0.07	0.54	0.36	0.56	0.19	0.56	0.37	0.63	0.5	0.62	0.34	0.66	0.37	0.66	0.69	0.37	0.43	0.44	0.38	0.5	0.48	0.51	0.03	0.28	0	0.35	0.41	0.45	0.49	0.02	0.02	0.02	0.02	0.96	0.03	0.15	0.14	0.33	0.34	0.36	0.49	0.07	0.57	0	0.07	0.68	0.5	0.4	0.59	0.21	0.74	0.56	0.04	0.04	0.05	0.11	0.14	0.14	0.13	0.42	0.14	0.42	0.01	0	0.02	0.68	0.49	0.72	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.18	0.07	0	0	0	0	0	0	0.07
0.8545454545	0	0	0.2277972905	0.2222222222	0.15	0.42	0.45	0.51	0.05	0.3	0.67	0.69	0.63	0.47	0.16	1	0.1	0.46	0.29	0.32	0.52	0.43	0.4	0.15	0.17	0.22	0.15	0.2	0.13	0.23	0.25	0.25	0.76	0.45	0.55	0.26	0.55	0.27	0.35	0.57	0.48	0.36	0.59	0.62	0.61	0.62	0.48	0.37	0.33	0.43	0.32	0.51	0.54	0.08	0.38	0.03	0.37	0.4	0.5	0.6	0.12	0.11	0.13	0.14	0.76	0.16	0.35	0.27	0.37	0.35	0.44	0.3	0.28	0.67	0	0.3	0.48	0.33	0.43	0.47	0.44	0.7	0.19	0.05	0.05	0.07	0.14	0.19	0.23	0.2	0.68	0.34	0.4	0.03	0.01	0.13	0.79	0.38	0.57	0.77	0.03	0.17	0.96	0.22	0.03	0.13	0.24	0.17	0.77	0.65	0.28	0.28	0	0.38	0.05	0.79	0.16	0.22	0.11	0.04	0.09	0.02	0.87	1	0.68	0.11	0.64
0.8727272727	0	0	0.2282990467	0.2222222222	0.01	0.79	0	0.98	0.03	0.03	0.59	0.59	0.36	0.32	0.02	1	0.23	0.58	0.63	0.43	0.43	0.35	0.56	0.21	0.15	0.14	0.01	0.09	0.02	0.37	0.27	0.02	0.34	0.08	0.23	0.3	0.25	0.47	0.52	0.51	0.48	0.35	0.26	0.25	0.23	0.24	0.92	0.84	0.88	0.83	0.78	0.28	0.29	0	0.05	0	0.23	0.24	0.23	0.24	0.02	0.02	0.02	0.02	0.95	0.02	1	1	0.86	0.89	0.73	0.64	0.28	0.38	0.5	0.01	0.87	0.63	0.09	0.51	0.48	0.18	0	0.12	0.11	0.11	0.18	0.18	0.18	0.19	0.34	0.41	0.17	0	0	0.04	0.79	0.58	0.71	0.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.12	0.03	0	0	0	0	0	0	0.1
0.5090909091	0	0	0.2288008028	0.2222222222	0.03	0.31	0.06	0.93	0.03	0.02	0.29	0.36	0.2	0.6	0.05	1	0.34	0.51	0.22	0.6	0.61	0.15	0.66	0.35	0.33	0.32	0.34	0.19	0.18	0.41	0.43	0.01	0.11	0.15	0.24	0.28	0.2	0.54	0.31	0.39	0.34	0.4	0.5	0.21	0.52	0.53	0.31	0.66	0.68	0.74	0.64	0.71	0.77	0.01	0.1	0	0.13	0.16	0.13	0.11	0.01	0.01	0.01	0.01	0.96	0.02	0.09	0.1	0.34	0.37	0.21	0.75	0.03	0.35	0.5	0.03	0.87	0.71	0.03	0.28	0.48	0.04	0.09	0.13	0.11	0.1	0.29	0.28	0.29	0.29	0.3	0.2	0.18	0	0	0.03	0.71	0.69	0.84	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.26	0.05	0	0	0	0	0	0	0.11
0.2	0	0	0.229302559	0.2222222222	0.03	0.56	0.45	0.49	0.05	0.65	0.43	0.57	0.38	0.33	0.04	1	0.15	0.5	0.43	0.22	0.35	0.54	0.32	0.13	0.16	0.21	0.15	0.1	0.19	0.17	0.2	0.07	0.8	0.79	0.79	0.12	0.45	0.46	0.06	0.17	0.47	0.15	0.72	0.53	0.73	0.74	0.6	0.22	0.21	0.15	0.11	0.28	0.29	0.07	1	0.04	0.38	0.66	0.72	0.82	0.53	0.8	0.79	0.84	0.32	0.85	0.57	0.52	0.59	0.41	0.71	0.14	0.84	0.87	0	0.08	0.42	0.23	0.24	0.16	0.71	1	0.07	0.13	0.12	0.13	0.19	0.25	0.28	0.27	0.72	0.51	0.36	0.02	0.01	0.59	0.29	0.23	0.56	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.19	0.14	0	0	0	0	0	0	1
