Var 1	Var 2	Var 3	Var 4	Var 5	Var 6	Var 7	Var 8	Var 9	Var 10	Var 11	Var 12	Var 13	Var 14	Var 15	Var 16	Var 17	Var 18	Var 19	Var 20	Var 21	Var 22	Var 23	Var 24	Var 25	Var 26	Var 27	Var 28	Var 29	Var 30	Var 31	Var 32	Var 33	Var 34	Var 35	Var 36	Var 37	Var 38	Var 39	Var 40	Var 41	Var 42	Var 43	Var 44	Var 45	Var 46	Var 47	Var 48	Var 49	Var 50	Var 51	Var 52	Var 53	Var 54	Var 55	Var 56	Var 57	Var 58	Var 59	Var 60
0.1327433628	0.088726961	0.0141261498	0.0313837375	0.0639107279	0.1260413867	0.2627164502	0.1351708931	0.0912187176	0.0184470184	0.0622430172	0.059056272	0.4056427235	0.369289471	0.4750727254	0.4518624059	0.292819397	0.3932467532	0.6242373238	1	0.8557124789	0.5104795011	0.2747695242	0.5852883926	0.7676229508	0.5640489041	0.4090765837	0.5355084397	0.4642857143	0.5989133909	0.3671934605	0.133228488	0.3585004725	0.5386327504	0.3355835123	0.4435483871	0.4034550623	0.4833108038	0.6434745941	0.585620915	0.3691951361	0.2407814408	0.2433725592	0.1088636949	0.1869491044	0.218047175	0.1017747193	0.184785864	0.1731448763	0.4484848485	0.2599601594	0.212553495	0.1792207792	0.7631578947	0.4467120181	0.2179487179	0.2613636364	0.2105263158	0.0550964187	0.1085450346
0.3148967552	0.2018859837	0.0111695138	0.1243461721	0.0535125539	0.1547970976	0.4412878788	0.3164277839	0.1331260181	0.1651651652	0.1162625833	0.3134525205	0.2624154311	0.1925337733	0.1081352192	0.1907185019	0.2195627396	0.6552727273	0.8258994319	0.8129280822	0.7909991568	0.8959206625	0.9643954647	0.8478639484	0.6543032787	0.2555347505	0.1652484505	0.5542404282	0.5663555195	0.4542452328	0.7683923706	0.8083576724	0.4943820225	0.4142024377	0.5458729672	0.5533266129	0.107697354	0.3585317667	0.4469744887	0.4589324619	0.254313839	0.1721611722	0.4511832407	0.3425663489	0.1342052886	0.1878771256	0.2433900761	0.1245882001	0.3629480061	0.7721212121	0.2091633466	0.2796005706	0.5480519481	0.365497076	0.1111111111	0.1769230769	0.21875	0.233409611	0.1597796143	0.2286374134
0.2182890855	0.207886841	0.2224047306	0.1837850689	0.003043368	0.0263370062	0.2564935065	0.211907387	0.2887605509	0.0935220935	0.2095562172	0.3398300117	0.3782927883	0.2525523358	0.3205938409	0.3359454508	0.5228473733	0.782961039	0.9015358721	0.8609803082	0.7546374368	0.2799304775	0.3798876762	0.5946112079	0.3010245902	0.2820795242	0.596386175	0.7991972005	0.6234780844	0.4672419303	0.5828882834	0.7027634239	0.3829675522	0.1110757817	0.2315638744	0.4633064516	0.5500765362	0.2877196631	0.1863799283	0.1885620915	0.1527504343	0.2774114774	0.1312556576	0.0918577686	0.0874324709	0.1068294021	0.1378123868	0.2530697814	0.2988389702	0.0824242424	0.0886454183	0.1126961484	0.0701298701	0.350877193	0.4126984127	0.2487179487	0.6420454545	0.409610984	0.1239669421	0.0739030023
0.1408554572	0.0540077154	0.1701708279	0.1214931051	0.1470961197	0.3574307982	0.3547077922	0.4379272326	0.2215311713	0.2087802088	0.2889550546	0.226992966	0.1904419174	0.1694338455	0.2036312569	0.218298392	0.2083721894	0.096	0.3490427099	0.5567208904	0.4200042159	0.4761271854	1	0.8642557115	0.4588114754	0.4868377575	0.600483244	0.7059489502	0.5540787338	0.331841909	0.2178746594	0.1704111436	0.0954531135	0.3299417064	0.2720670962	0.3173387097	0.2466652088	0.1722990538	0.2134724858	0.1309368192	0.0374059062	0.0339438339	0.0925901979	0.1257407885	0.1118851294	0.071585299	0.0905469033	0.0691823899	0.1115598183	0.1745454545	0.3057768924	0.5392296719	0.3688311688	0.0233918129	0.2131519274	0.2358974359	0.2102272727	0.4050343249	0.2975206612	0.1478060046
0.058259587	0.0685812259	0.1258212878	0.0715644318	0.1557189957	0.1623219565	0.2670454545	0.1847850055	0.0453131941	0.1737451737	0.1437686091	0.0054220399	0.0662156326	0.0452717335	0.1176647608	0.0564828007	0.0906641799	0.2050909091	0.33557753	0.3491010274	0.465113828	0.8765974849	0.9582494437	0.8756274972	0.6828893443	0.6626280427	0.545540498	0.643886373	0.7769886364	0.7416640034	0.5835422343	0.6641204224	0.8013231125	0.9355590885	0.861613992	0.6668346774	0.4019243385	0.206613289	0.2439384356	0.3861655773	0.3366531558	0.2617826618	0.3874304927	0.284076269	0.1653397782	0.0870817334	0.0842086201	0.1263851453	0.0878344271	0.2084848485	0.1334661355	0.1897289586	0.4831168831	0.3947368421	0.1337868481	0.3205128205	0.6079545455	0.1922196796	0.2093663912	0.2678983834
0.2345132743	0.0921560223	0.0837713535	0.1005706134	0.1552117677	0.2362268207	0.2191558442	0.246306505	0.1012883163	0.1154011154	0.1681553949	0.0419109027	0.1345904707	0.0718779004	0.1146554318	0.1542845512	0.1339757538	0.0862337662	0	0.0950342466	0.3133431703	0.6059707596	0.9095051393	0.9348427415	0.8644467213	0.8647428131	0.8479882341	0.8798888431	1	0.8184723554	0.6669209809	0.5723432936	0.550141762	0.7045045045	0.6752582592	0.5102822581	0.2623004592	0.1013829677	0.1243938436	0.2754901961	0.1892298784	0.2230769231	0.355101513	0.2127029116	0.0817458061	0.0953099287	0.1082940963	0.1365678347	0.0106007067	0.0824242424	0.0358565737	0.0199714693	0.0701298701	0.1461988304	0.1088435374	0.1512820513	0.3977272727	0.295194508	0.1377410468	0.0808314088
0.0796460177	0.0068581226	0.0594612352	0.0351878269	0.0286583819	0.1048105348	0	0.0756339581	0.106026951	0.0517660518	0.1223592797	0.0416178195	0.1450986037	0.1722182118	0.1814625339	0.1948911052	0.1665112424	0.1303896104	0.0761624237	0.0386344178	0.0887436762	0.3003782844	0.432552718	0.5805757607	0.6696721311	0.7928185924	0.8522954092	0.9205434335	0.8363433442	0.7057632897	0.6332425068	0.536620984	0.4359970598	0.5344992051	0.5036309706	0.3880040323	0.1014651214	0.0029115109	0.0514442336	0.1104575163	0.1095541401	0.2076923077	0.342428553	0.2518680752	0.0932613022	0.0795392211	0.0577689243	0.0901467505	0.1373043917	0.0896969697	0.1484063745	0.1669044223	0.3350649351	0.0467836257	0.0725623583	0.0358974359	0.3125	0.1258581236	0.1267217631	0.1501154734
0.0560471976	0.088726961	0.0627463863	0.1062767475	0.1496322597	0.186240258	0.253517316	0.180154355	0.098918999	0.1035321035	0.1829008932	0.097010551	0.0179933784	0.1632463649	0.2947136122	0.1903114187	0.0948088281	0.132987013	0.1227645697	0.1535744863	0.1895025295	0.4335957469	0.6433188513	0.6857903903	0.7605532787	0.8024011455	0.6899884442	0.7488678469	0.7428977273	0.6151059977	0.475640327	0.3284655134	0.5123385488	0.9039745628	0.8540452081	0.6691532258	0.3383993002	0.2877196631	0.2457305503	0.2702614379	0.2758540822	0.431990232	0.5666623561	0.3169286266	0.1077622974	0.025644542	0.1443317639	0.2240191674	0.1852599697	0.1878787879	0.2988047809	0.1483594864	0.2779220779	0.269005848	0.0453514739	0.2384615385	0.2698863636	0.0915331808	0.1928374656	0.2355658199
0.0390855457	0.0968709816	0.1636005256	0.0917736567	0.0461577479	0.1437785542	0.1052489177	0.237045204	0.2718791648	0.3377663378	0.1867290515	0.1005275498	0.3186987189	0.3039084253	0.4277259504	0.2534093222	0.0328463372	0.1108571429	0.1976646329	0.2075128425	0.2087900506	0.3766486044	0.6168273816	0.798893556	0.6952868852	0.6556889525	0.6845256855	0.8515850144	1	0.9596250133	0.9279564033	0.8055493148	0.674682348	0.5801801802	0.4268180423	0.4502016129	0.285151979	0.1251949672	0.1380982501	0.0789760349	0.0941517082	0.2073260073	0.3527738265	0.2196598815	0.0275803241	0.0292100933	0.0641072075	0.1257861635	0.0469459869	0.2472727273	0.1982071713	0.2353780314	0.4103896104	0.1315789474	0.0884353741	0.1641025641	0.1079545455	0.1121281465	0.5316804408	0.2286374134
0.0575221239	0.0767252465	0.0134691196	0.0014265335	0.0489475019	0.0956732061	0.1182359307	4.4101433296582255E-4	0.0518288168	0.0753610754	0.0849283993	0.1997362251	0.1953361163	0.2572960709	0.2151670178	0.2683696316	0.3255621179	0.2544415584	0.208815485	0.2513912671	0.3992411467	0.4564972907	0.4193069832	0.4904210634	0.612397541	0.622315233	0.6461813216	0.7242692466	0.8512581169	1	0.8682288828	0.668389126	0.6123070461	0.6358240594	0.6907026695	0.5834677419	0.4961731905	0.3431423521	0.1762597512	0.1472766885	0.215402432	0.1700854701	0.192680719	0.1560164906	0.1626386125	0.1084750411	0.0660992394	0.0455226116	0.0429076224	0.1454545455	0.0219123506	0.0870185449	0.1532467532	0.3479532164	0.2448979592	0.1282051282	0.2443181818	0.1075514874	0.1570247934	0.0438799076
0.1445427729	0.1341620231	0.1314060447	0.0542082739	0.013695156	0.0902983069	0.3425324675	0.2943770673	0.0918110469	0.0650650651	0.0822345101	0.2489742087	0.1862674536	0.164793235	0.1969104223	0.3176267047	0.6747487307	0.5650909091	0.211024616	0.1153681507	0.3004848229	0.5489213782	0.6388682844	0.6938838234	0.8052254098	0.8789514264	0.86815842	0.7825236723	0.8706371753	0.9335250879	0.9196730245	0.7980229162	0.6673317232	0.7841017488	0.8994579114	1	0.9591078067	0.7283976292	0.5844402277	0.4291938998	0.3079328315	0.2777777778	0.379024958	0.2960577171	0.3399203867	0.2619308832	0.198478812	0.0898472597	0.0863200404	0.4642424242	0.0527888446	0.1169757489	0.0961038961	0.418128655	0.2267573696	0.041025641	0.2897727273	0.1052631579	0.1900826446	0.1709006928
0.0575221239	0.1127303901	0.0663600526	0.06680932	0.0603601319	0.2875571083	0.3833874459	0.1285556781	0.098474752	0.1783211783	0.2613072451	0.5131887456	0.5115877357	0.2474992266	0.2309158391	0.5297170771	0.7214796394	0.7567792208	0.6077214391	0.4001498288	0.4024030354	0.4198957162	0.5278160432	0.7295359082	0.8554303279	0.8886441238	0.93906923	0.9383491149	0.9369926948	0.8481943113	0.7413623978	0.7072567962	0.7424131051	0.9073661897	0.9917152501	0.9921370968	0.9914716816	0.8323801601	0.6571790006	0.5118736383	0.2961204401	0.2091575092	0.1469028837	0.0903117753	0.2243389252	0.2657707076	0.2002897501	0.2075471698	0.0888440182	0.2484848485	0.3077689243	0.2910128388	0.2233766234	0.134502924	0.1814058957	0.2256410256	0.1903409091	0.2585812357	0.1625344353	0.2401847575
0.1784660767	0.1890270039	0.1225361367	0.0430337613	0.3165102714	0.3281375974	0.4261363636	0.4608599779	0.1143195617	0.0640640641	0.0853537502	0.0915885111	0.193896646	0.1290089718	0.1823653325	0.2756971301	0.1720029013	0.2465454545	0.4758047549	0.1622431507	0.4706998314	0.5158981699	0.3267987708	0.566437865	0.5042008197	0.5280317216	0.3703120076	0.3464388637	0.6636566558	0.8571428571	0.8250681199	0.4131655808	0.3047359026	0.5172231055	0.6702464969	0.7291330645	0.6244259786	0.6922117084	0.8937381404	0.9653594771	0.8559351477	0.878021978	1	1	0.8542792152	0.6190345584	0.5606664252	0.556753519	0.4825845533	0.2496969697	0.2051792829	0.1255349501	0.3844155844	0.2514619883	0.283446712	0.4974358974	0.0625	0.4485125858	0.6997245179	0.4018475751
0.2898230088	0.2773253322	0.1254927727	0.1298145506	0.1088004058	0.4608976082	0.3097943723	0.2136714443	0.0752258256	0.295009295	0.3076704948	0.4536928488	0.4178782208	0.2413117459	0.3210953957	0.3632200285	0.3993368563	0.5183376623	0.6909320429	0.8069349315	0.8772133221	0.8260914017	0.7466355833	0.7546357955	0.8326844262	0.8793920035	0.7533354344	0.5777068753	0.2935267857	0.0223713647	0.251226158	0.7680296563	0.7933424341	0.830736619	0.7622992738	0.7447580645	0.6453094249	0.1400644692	0.2682901117	0.5322440087	0.5628257093	0.5821733822	0.5177809388	0.4994846689	0.2347170884	0.0606143719	0.1200651938	0.1251871818	0.23977789	0.2848484848	0.0657370518	0.0770328103	0.3220779221	0.5087719298	0.1428571429	0.4974358974	0.5568181818	0.2265446224	0.1900826446	0.1131639723
0.2160766962	0.1427346764	0.0614323259	0.197574893	0.3811818412	0.4428916958	0.2399891775	0.2862183021	0.2247889827	0.3835263835	0.4320147455	0.3962485346	0.2049805672	0.3157677632	0.4969405156	0.7259312029	0.7254170552	0.8184935065	0.8730275615	0.9632919521	1	0.8678049279	0.6260464131	0.5874398115	0.8174180328	0.7527260712	0.5914486816	0.4025319061	0.2887581169	0.0789389581	0.2131880109	0.586385082	0.533235325	0.715527292	0.7236371075	0.6997983871	0.5594795539	0.1079338671	0.4603626397	0.6855119826	0.4649681529	0.3811965812	0.307383939	0.3617624324	0.1953369349	0.155787164	0.187250996	0.2060497155	0.2130237254	0.1418181818	0.0697211155	0.2268188302	0.3168831169	0.3742690058	0.1904761905	0.1205128205	0.0738636364	0.2723112128	0.1515151515	0.0323325635
0.2640117994	0.117873982	0.0712877792	0.0397051831	0.0284047679	0.1695780704	0.2186147186	0.2152149945	0.1359395824	0.0985270985	0.1807741387	0.3412954279	0.3512307471	0.093430958	0.0567760056	0.1425809078	0.1960418609	0.3336103896	0.1365453398	0.2782534247	0.5867411467	0.692056027	0.8295009007	0.8517569921	0.7653688525	0.5831038661	0.5520537872	0.4238369699	0.3969155844	0.4046021093	0.5065940054	0.6246910807	0.7135356505	0.6705882353	0.5808530224	0.5355846774	0.4970478898	0.3845273994	0.3978494624	0.6411764706	0.7916618413	0.8030525031	0.8130091814	0.5265395517	0.4566391811	0.3453099287	0.2683810214	0.2958969751	0.1600201918	0.3260606061	0.0657370518	0	0.1038961039	0.0409356725	0	0.1769230769	0.2642045455	0.1167048055	0.2314049587	0.1247113164
0.1290560472	0.0137162452	0.205978975	0.0936757014	0.0674613239	0.1580220371	0.2348484848	0.3084895259	0.098474752	0.0337480337	0.1658868567	0.4743552169	0.4337123938	0.2629679282	0.0135419801	0.041726033	0.1880634131	0.4351168831	0.3497790869	0.5319991438	0.6294266442	0.7173090686	0.8137119847	0.8735785268	1	0.8438153982	0.638932661	0.4943392343	0.4741274351	0.4172792159	0.4402179837	0.4637160189	0.5153838076	0.5401165872	0.5250076711	0.5232862903	0.4273999563	0.213476136	0.0879190386	0.4061002179	0.4339316734	0.6118437118	0.5451959136	0.3193764494	0.2254762582	0.154141525	0.1178920681	0.2362982929	0.1640585563	0.0848484848	0.0258964143	0.1212553495	0.2935064935	0.298245614	0.1995464853	0.3487179487	0.1960227273	0.0434782609	0.1487603306	0.2678983834
0.0766961652	0.2468924132	0.1997371879	0.1288635283	0.3373066193	0.4786347756	0.3758116883	0.3069459757	0.0610099215	0.1073931074	0.2628668652	0.5105509965	0.3571325752	0.189749407	0.1075333534	0.099124771	0.1642316858	0.3913766234	0.2929728592	0.5956763699	0.7331365936	0.762396483	0.7739747801	0.8210224362	1	0.942835114	0.7414644395	0.5891313298	0.5370332792	0.5085756898	0.5598910082	0.5321276118	0.5887850467	0.573290938	0.586376189	0.6046370968	0.5110430789	0.2543412707	0.0111743622	0.2934640523	0.3546033584	0.6216117216	0.5653691969	0.3182169544	0.2428205857	0.1841744377	0.1517566099	0.2261156035	0.1534578496	0.0896969697	0.0687250996	0.0242510699	0.2545454545	0.1871345029	0.2653061224	0.1666666667	0.2073863636	0.1601830664	0.0798898072	0.3048498845
0.2492625369	0.3030432919	0.1021681997	0.0508796957	0.0768450418	0.1854340231	0.2840909091	0.1393605292	0.0330223604	0.1096811097	0.1118672905	0.108880422	0.2973945588	0.2625554295	0.2074430735	0.1097089355	0.1398818775	0.0585974026	0.0628024406	0.0806934932	0.0796795953	0.2997648502	0.0918724171	0.2074582522	0.5651639344	0.7660535301	0.7014392268	0.5881020996	0.5518465909	0.6053052093	0.7822343324	0.9588856437	0.8357660401	0.6989931108	0.8343050015	1	1	0.778101279	0.5561880666	0.3663398693	0.257672264	0.2744810745	0.3812233286	0.4332646225	0.4289166904	0.3007405376	0.2383194495	0.322851153	0.2821807168	0.0424242424	0.0976095618	0.2211126961	0.6155844156	0.0964912281	0.4444444444	0.2666666667	0.0965909091	0.2128146453	0.2534435262	0.1085450346
0.0855457227	0.026575225	0.0962549277	0.0601521636	0.004565052	0.1787153991	0.1996753247	0.1289966924	0.0964015993	0.1126841127	0.0653622572	0.0890973036	0.1499928026	0.1388058162	0.2293108637	0.2821086912	0.3291886851	0.340987013	0.2868714496	0.2608090753	0.3764755481	0.4157039158	0.4344601038	0.5856981867	0.687295082	0.8222271175	0.8818153167	0.6298888431	0.3210227273	0.2995632257	0.4837057221	0.4704560773	0.2685078232	0.4402755697	0.5064948348	0.508266129	0.4805379401	0.4698970573	0.4461311406	0.4730936819	0.444238564	0.343956044	0.2969093495	0.1222623035	0.0135058288	0.0722709819	0.0693589279	0.0320455226	0.0545179202	0.0933333333	0.1085657371	0.0770328103	0.0597402597	0.0877192982	0.156462585	0.0897435897	0.1420454545	0.0228832952	0.1404958678	0.03926097
0.0530973451	0.0171453065	0.0216819974	0.040893961	0.1316256657	0.1558720774	0.2597402597	0.1459757442	0.0741892492	0.1008151008	0.1454700128	0.2382766706	0.3749820066	0.2378055069	0.2215869195	0.244860574	0.2677442752	0.2717922078	0.3608247423	0.431827911	0.5431070826	0.6384827727	0.6581540744	0.751767237	0.8827868852	0.9360061681	1	0.8522025525	0.6743100649	0.5298817514	0.3994550409	0.2855538081	0.1625538171	0.0504504505	0.0969622584	0.209375	0.2039142795	0.2488301965	0.2043010753	0.1445533769	0.1335263463	0.2062271062	0.2270787534	0.1834578717	0.1290872903	0.0189248491	0.0849329953	0.1437556155	0.0802624937	0.0545454545	0.014940239	0.062767475	0.0857142857	0.201754386	0.2448979592	0.1179487179	0.0767045455	0.1395881007	0.1570247934	0.0554272517
0.2050147493	0.1594513502	0.079500657	9.510223490252026E-4	0.015977682	0.1370599301	0.2332251082	0.2319735391	0.1329779357	0.0912340912	0.0338862895	0.1425849941	0.2272923564	0.1821181809	0.2704383589	0.2197231834	0.2411149104	0.2658701299	0.2946560067	0.455265411	0.5153878583	0.6173192925	0.6636643001	0.746644811	0.8467213115	0.8830267651	0.9924361803	0.9108686702	0.7037337662	0.6077554064	0.6151498638	0.4756234554	0.2436207078	0.159936407	0.1474890048	0.2501008065	0.260660398	0.2938546324	0.2480497575	0.1920479303	0.1380428489	0.3010989011	0.2742790638	0.2320278279	0.2094114302	0.0933900165	0.197573343	0.2752321054	0.2004038364	0.1127272727	0.0756972112	0.0813124108	0.174025974	0.2865497076	0.1020408163	0.2512820513	0.1079545455	0.118993135	0.1349862259	0.1870669746
0.0862831858	0.031718817	0.0568331143	0.0197337137	0.0935835658	0.1521096479	0.1558441558	0.0167585447	0.122019843	0.1156871157	0.1639018857	0.1815650645	0.2739311933	0.2356398886	0.2579997994	0.1855281905	0.2118951404	0.2866493506	0.3769198401	0.4144905822	0.4617411467	0.5568960229	0.6009324997	0.6661202746	0.8239754098	0.8703601718	0.9155373464	0.8934746809	0.7513189935	0.6522850751	0.651880109	0.5170748146	0.3345584375	0.2210916799	0.1164979032	0.2059475806	0.2234856768	0.2381199958	0.2629137677	0.2116557734	0.1504342791	0.3146520147	0.3300142248	0.2185003865	0.2085584305	0.1763576522	0.1676928649	0.2144354597	0.1640585563	0.3127272727	0.1354581673	0.0513552068	0.0597402597	0.0321637427	0.0362811791	0.1128205128	0.3835227273	0.3135011442	0.0743801653	0.1339491917
0.1371681416	0.0471495928	0.0354796321	0.0444602948	0.1217347198	0.0284869659	0.2321428571	0.172216097	0.1865837406	0.1552981553	0.2060116263	0.1686694021	0.2674535771	0.2379086315	0.2593038419	0.1969265215	0.2261941768	0.2948571429	0.4032190196	0.4392123288	0.5075885329	0.5968714855	0.6498887358	0.7414199365	0.8903688525	0.934464148	1	0.9778715521	0.8450689935	0.7484819431	0.6778201635	0.5150527971	0.3403339284	0.2102808691	0.1220210699	0.2620967742	0.2491799694	0.2829364667	0.3184693232	0.2185185185	0.0938042849	0.3173382173	0.2848829691	0.1985313064	0.2081319306	0.1431705979	0.2218399131	0.2231206948	0.2473498233	0.2715151515	0.03187251	0.0970042796	0.1038961039	0.134502924	0.156462585	0.0846153846	0.1193181818	0.0594965675	0.0192837466	0.0277136259
0.1010324484	0.0411487355	0.0321944809	0.0487398954	0.00760842	0.0776672937	0.2229437229	0.1896361632	0.1294239597	0.1989131989	0.2299730611	0.2753516999	0.2972506118	0.2371867588	0.1675193099	0.1893954814	0.226815874	0.3160519481	0.3715548075	0.4170590753	0.528351602	0.5901237092	0.5606654657	0.7043335724	0.9487704918	0.984359511	1	0.9565664883	0.8622159091	0.6940449558	0.5897547684	0.4402381487	0.2541216003	0.1623741388	0.0559476322	0.2234879032	0.2304832714	0.2826245191	0.3100358423	0.2290849673	0.0591777649	0.2451770452	0.2338031812	0.2092244267	0.1592266136	0.1117663193	0.202281782	0.2845163223	0.2079757698	0.1454545455	0.0478087649	0.0584878745	0.0935064935	0.0760233918	0.0158730159	0.1076923077	0.0965909091	0.0183066362	0.0909090909	0.0623556582
0.1482300885	0.0505786541	0.0522339028	0.0223490252	0.1372051737	0.248320344	0.2992424242	0.1812568908	0.1606693321	0.1076791077	0.1807741387	0.0797186401	0.1170289334	0.0662060431	0.0632962183	0.0989212294	0.144130142	0.2283636364	0.29455081	0.348244863	0.5191821248	0.6028013496	0.6844336124	0.7551480381	0.7923155738	0.9014208613	0.8746717092	0.7889048991	0.7960633117	0.6995845318	0.6457765668	0.6636710851	0.5725086632	0.6312665607	0.6418124169	0.6737903226	0.6453094249	0.4922533014	0.3709677419	0.3437908497	0.2488708743	0.17997558	0.1710849606	0.2134759083	0.1727324424	0.1341195831	0.0818544006	0.0817610063	0.0903584048	0.1115151515	0.0179282869	0.062767475	0.1142857143	0.2514619883	0.2902494331	0.3025641026	0.125	0.0343249428	0.0137741047	0.03926097
0.1548672566	0.0055722246	0.0197109067	0.0092724679	0.0958660918	0.2160709487	0.2316017316	0.1323042999	0.229379535	0.1914771915	0.1634765348	0.1043376319	0.0624730099	0.1410745591	0.0679105226	0.0694076939	0.2322039167	0.2393766234	0.2735114664	0.4304366438	0.5739881956	0.718331459	0.8699798665	0.9194754636	0.9264344262	0.9936116312	1	0.9043845204	0.8523741883	0.7116224566	0.6558038147	0.6365985172	0.5367006196	0.6099629041	0.6190037844	0.5422379032	0.4849114367	0.3724654258	0.1808981657	0.1671023965	0.1709322525	0.0727716728	0.0980214664	0.0626127287	0.0501848166	0.0407295666	0.0436436074	0.113507038	0.0600706714	0.0884848485	0.0507968127	0.0370898716	0.3220779221	0.2631578947	0.0861678005	0.1358974359	0.0767045455	0.0732265446	0.0550964187	0.0484988453
0.081120944	0.0625803686	0.0666885677	0.0278174037	0.0748161299	0.1596345069	0.2272727273	0.1237045204	0.1742929069	0.17002717	0.0849283993	0.0386869871	0.0639124802	0.1032278024	0.0772394423	0.059027071	0.1760439333	0.2675324675	0.2839259415	0.418557363	0.5740935919	0.7036090379	0.8119105648	0.8386435816	0.9042008197	0.9781914308	1	0.871552079	0.7547686688	0.6395014382	0.5780926431	0.5306672658	0.4514333718	0.506836248	0.5087450138	0.503125	0.4620599169	0.3246334616	0.1553868859	0.1931372549	0.1861030689	0.1202686203	0.0711237553	0.0633857253	0.0884276372	0.069253977	0.0447301702	0.0655884996	0.0514891469	0.056969697	0.0189243028	0.0470756063	0.1792207792	0.0584795322	0.0997732426	0.1128205128	0.0397727273	0.0869565217	0.2341597796	0.1200923788
0.0848082596	0	0.0239816032	0.0946267237	0.1161552118	0.1816715937	0.242965368	0.1953693495	0.2422626981	0.1959101959	0.1762370622	0.1266119578	0.1016266014	0.0993090647	0.116962584	0.1000407083	0.1852657756	0.2558961039	0.3309488744	0.5109160959	0.649346543	0.7933749105	0.922962806	0.9003175904	0.9172131148	1	0.9811955037	0.9065459037	0.8157467532	0.6763609247	0.5905177112	0.5665019097	0.4898666387	0.5487016428	0.5429068221	0.5280241935	0.4892849333	0.3542684829	0.1539110268	0.1778867102	0.1527504343	0.0754578755	0.0787533945	0.0483122906	0.0757748081	0.0381239715	0.0324157914	0.0341419587	0.0368500757	0.1406060606	0.0916334661	0.0998573466	0.0935064935	0.0087719298	0.0113378685	0.1051282051	0.1022727273	0.0434782609	0.0606060606	0.0230946882
0.0884955752	0.0167166738	0.011826544	0.0549215407	0.1252853157	0.2222520828	0.270021645	0.1825799338	0.2252332297	0.2566852567	0.1824755423	0.1283704572	0.1458183389	0.0929153346	0.1388303742	0.2089354773	0.2392498187	0.2429090909	0.3543025458	0.5416309932	0.662415683	0.8718944893	1	0.8922241574	0.8381147541	0.9090208173	0.9271982351	0.9022231371	0.820211039	0.6789176521	0.5829972752	0.5077510672	0.4290664707	0.5243243243	0.5571238621	0.5245967742	0.5240542314	0.3492773214	0.2014547755	0.117211329	0.0843080486	0.0457875458	0.1383680331	0.0751095079	0.0065396645	0.0648656061	0.0738862731	0.086852351	0.0969207471	0.1139393939	0.0249003984	0.0413694722	0.2051948052	0.269005848	0.2040816327	0.0512820513	0.0965909091	0.057208238	0.0798898072	0.0554272517
0.052359882	0.0895842263	0.0745729304	0.0920114123	0.1521683997	0.1797903789	0.1260822511	0.1876515987	0.1708870132	0.1532961533	0.0689068481	0.1267584994	0.1235065496	0.0598123131	0.0426321597	0.1162222675	0.2425655373	0.2672207792	0.3339995792	0.4593321918	0.6073988196	0.8120846539	0.9191480343	0.8678414097	0.8004098361	0.8629805045	1	0.9853849321	0.9418628247	0.7990838394	0.7089918256	0.71961357	0.6420245721	0.7145733969	0.7228188606	0.6653225806	0.6085720534	0.4695851097	0.3234239933	0.2449891068	0.1570353214	0.1168498168	0.0990559938	0.1088636949	0.036963321	0.0456664838	0.0371242304	0.0925426774	0.0509843513	0.1151515152	0.046812749	0.0912981455	0.1272727273	0.0350877193	0.022675737	0.0641025641	0.15625	0.1075514874	0.0633608815	0.0554272517
0.0383480826	0.0385769396	0.002956636	0	0.0329698199	0.1386723999	0.1079545455	0.1975744212	0.112690656	0.1525811526	0.0976889267	0.0986225088	0.067942997	0.0329998969	0.0803490822	0.1155098718	0.1750077712	0.356987013	0.4162634126	0.488869863	0.56903457	0.6489111543	0.6087739748	0.5900010245	0.4834016393	0.5205419099	0.6749658578	0.8469534788	1	0.9111537232	0.7840871935	0.6485059537	0.5240995485	0.5621621622	0.5359517234	0.5478830645	0.4603105183	0.3205781429	0.3176259751	0.2980392157	0.24806022	0.1935286935	0.2075520497	0.1920896676	0.1885129372	0.094212836	0.1090184716	0.1680143756	0.1544674407	0.1866666667	0.0288844622	0.0570613409	0.0467532468	0.0292397661	0.0770975057	0.0384615385	0.0880681818	0.0709382151	0.1377410468	0.0577367206
0.0412979351	0.0415773682	0.0394218134	0.103661436	0.0471722039	0.1891964526	0.1807359307	0.1506063947	0.006219458	0.1122551123	0	0.1931418523	0.1803656254	0.0785810044	0.1397331728	0.1083859149	0.0562635996	0.1737142857	0.035030507	0.0928938356	0.2654932546	0.1420100194	0.0110204514	0.1216063928	0.0158811475	0.0806256196	0.3065448051	0.4704610951	0.5135957792	0.521465857	0.6125340599	0.627387104	0.6601911162	0.920508744	1	0.9513104839	0.886507763	0.695643132	0.6668775037	0.6763616558	0.5491603937	0.5012210012	0.3641536273	0.2196598815	0.202018766	0.133159627	0.159181456	0.258460617	0.179202423	0.2824242424	0.2509960159	0.0499286733	0.1116883117	0.1929824561	0.2675736961	0.258974359	0.1448863636	0.0663615561	0.1983471074	0.1316397229
